Nacionalidad;Sexo;Año;Total
México;Ambos sexos;2005;22.922
México;Ambos sexos;2004;18.113
México;Ambos sexos;2003;15.435
México;Ambos sexos;2002;10.247
México;Ambos sexos;2001;7.473
México;Ambos sexos;2000;5.510
México;Ambos sexos;1999;4.656
México;Ambos sexos;1998;4.072
México;Hombres;2022;11.279
México;Hombres;2021;10.679
México;Hombres;2020;11.030
México;Hombres;2019;9.982
México;Hombres;2018;9.336
México;Hombres;2017;9.075
México;Hombres;2016;8.816
México;Hombres;2015;8.596
México;Hombres;2014;9.324
México;Hombres;2013;10.406
México;Hombres;2012;10.501
México;Hombres;2011;10.494
México;Hombres;2010;10.708
México;Hombres;2009;10.640
México;Hombres;2008;9.735
México;Hombres;2007;8.865
México;Hombres;2006;10.259
México;Hombres;2005;9.822
México;Hombres;2004;7.725
México;Hombres;2003;6.493
México;Hombres;2002;4.171
México;Hombres;2001;2.981
México;Hombres;2000;2.164
México;Hombres;1999;1.834
México;Hombres;1998;1.590
México;Mujeres;2022;18.011
México;Mujeres;2021;17.139
México;Mujeres;2020;17.792
México;Mujeres;2019;16.168
México;Mujeres;2018;14.889
México;Mujeres;2017;14.110
México;Mujeres;2016;13.516
México;Mujeres;2015;13.061
México;Mujeres;2014;14.145
México;Mujeres;2013;15.229
México;Mujeres;2012;15.066
México;Mujeres;2011;14.777
México;Mujeres;2010;14.741
México;Mujeres;2009;14.318
México;Mujeres;2008;13.290
México;Mujeres;2007;12.242
México;Mujeres;2006;13.598
México;Mujeres;2005;13.100
México;Mujeres;2004;10.388
México;Mujeres;2003;8.942
México;Mujeres;2002;6.076
México;Mujeres;2001;4.492
México;Mujeres;2000;3.346
México;Mujeres;1999;2.823
México;Mujeres;1998;2.482
AMÉRICA DEL SUR;Ambos sexos;2022;1.173.900
AMÉRICA DEL SUR;Ambos sexos;2021;1.137.165
AMÉRICA DEL SUR;Ambos sexos;2020;1.123.517
AMÉRICA DEL SUR;Ambos sexos;2019;957.231
AMÉRICA DEL SUR;Ambos sexos;2018;848.164
AMÉRICA DEL SUR;Ambos sexos;2017;790.310
AMÉRICA DEL SUR;Ambos sexos;2016;799.980
AMÉRICA DEL SUR;Ambos sexos;2015;846.475
AMÉRICA DEL SUR;Ambos sexos;2014;995.282
AMÉRICA DEL SUR;Ambos sexos;2013;1.171.137
AMÉRICA DEL SUR;Ambos sexos;2012;1.298.189
AMÉRICA DEL SUR;Ambos sexos;2011;1.426.380
AMÉRICA DEL SUR;Ambos sexos;2010;1.533.207
AMÉRICA DEL SUR;Ambos sexos;2009;1.596.394
AMÉRICA DEL SUR;Ambos sexos;2008;1.563.040
AMÉRICA DEL SUR;Ambos sexos;2007;1.408.785
AMÉRICA DEL SUR;Ambos sexos;2006;1.349.962
AMÉRICA DEL SUR;Ambos sexos;2005;1.302.889
AMÉRICA DEL SUR;Ambos sexos;2004;1.118.055
AMÉRICA DEL SUR;Ambos sexos;2003;937.150
AMÉRICA DEL SUR;Ambos sexos;2002;641.209
AMÉRICA DEL SUR;Ambos sexos;2001;353.355
AMÉRICA DEL SUR;Ambos sexos;2000;135.904
AMÉRICA DEL SUR;Ambos sexos;1999;96.780
AMÉRICA DEL SUR;Ambos sexos;1998;81.712
AMÉRICA DEL SUR;Hombres;2022;523.644
AMÉRICA DEL SUR;Hombres;2021;505.985
AMÉRICA DEL SUR;Hombres;2020;496.963
AMÉRICA DEL SUR;Hombres;2019;421.099
AMÉRICA DEL SUR;Hombres;2018;372.713
AMÉRICA DEL SUR;Hombres;2017;348.789
AMÉRICA DEL SUR;Hombres;2016;353.002
AMÉRICA DEL SUR;Hombres;2015;374.689
AMÉRICA DEL SUR;Hombres;2014;438.848
AMÉRICA DEL SUR;Hombres;2013;516.254
AMÉRICA DEL SUR;Hombres;2012;577.128
AMÉRICA DEL SUR;Hombres;2011;639.814
AMÉRICA DEL SUR;Hombres;2010;697.281
AMÉRICA DEL SUR;Hombres;2009;734.663
AMÉRICA DEL SUR;Hombres;2008;721.465
AMÉRICA DEL SUR;Hombres;2007;647.098
AMÉRICA DEL SUR;Hombres;2006;624.352
AMÉRICA DEL SUR;Hombres;2005;606.910
AMÉRICA DEL SUR;Hombres;2004;519.985
AMÉRICA DEL SUR;Hombres;2003;434.822
AMÉRICA DEL SUR;Hombres;2002;293.472
AMÉRICA DEL SUR;Hombres;2001;157.247
AMÉRICA DEL SUR;Hombres;2000;55.136
AMÉRICA DEL SUR;Hombres;1999;39.517
AMÉRICA DEL SUR;Hombres;1998;33.721
AMÉRICA DEL SUR;Mujeres;2022;650.256
AMÉRICA DEL SUR;Mujeres;2021;631.180
AMÉRICA DEL SUR;Mujeres;2020;626.554
AMÉRICA DEL SUR;Mujeres;2019;536.132
AMÉRICA DEL SUR;Mujeres;2018;475.451
AMÉRICA DEL SUR;Mujeres;2017;441.521
AMÉRICA DEL SUR;Mujeres;2016;446.978
AMÉRICA DEL SUR;Mujeres;2015;471.786
AMÉRICA DEL SUR;Mujeres;2014;556.434
AMÉRICA DEL SUR;Mujeres;2013;654.883
AMÉRICA DEL SUR;Mujeres;2012;721.061
AMÉRICA DEL SUR;Mujeres;2011;786.566
AMÉRICA DEL SUR;Mujeres;2010;835.926
AMÉRICA DEL SUR;Mujeres;2009;861.731
AMÉRICA DEL SUR;Mujeres;2008;841.575
AMÉRICA DEL SUR;Mujeres;2007;761.687
AMÉRICA DEL SUR;Mujeres;2006;725.610
AMÉRICA DEL SUR;Mujeres;2005;695.979
AMÉRICA DEL SUR;Mujeres;2004;598.070
AMÉRICA DEL SUR;Mujeres;2003;502.328
AMÉRICA DEL SUR;Mujeres;2002;347.737
AMÉRICA DEL SUR;Mujeres;2001;196.110
AMÉRICA DEL SUR;Mujeres;2000;80.767
AMÉRICA DEL SUR;Mujeres;1999;57.264
AMÉRICA DEL SUR;Mujeres;1998;47.990
Argentina;Ambos sexos;2022;97.257
Argentina;Ambos sexos;2021;89.472
Argentina;Ambos sexos;2020;89.029
Argentina;Ambos sexos;2019;77.649
Argentina;Ambos sexos;2018;72.401
Argentina;Ambos sexos;2017;70.221
Argentina;Ambos sexos;2016;71.855
Argentina;Ambos sexos;2015;75.313
Argentina;Ambos sexos;2014;85.803
Argentina;Ambos sexos;2013;98.351
Argentina;Ambos sexos;2012;109.258
Argentina;Ambos sexos;2011;120.738
Argentina;Ambos sexos;2010;132.249
Argentina;Ambos sexos;2009;142.270
Argentina;Ambos sexos;2008;147.382
Argentina;Ambos sexos;2007;141.159
Argentina;Ambos sexos;2006;150.252
Argentina;Ambos sexos;2005;152.975
Argentina;Ambos sexos;2004;130.851
Argentina;Ambos sexos;2003;109.445
Argentina;Ambos sexos;2002;56.714
Argentina;Ambos sexos;2001;32.429
Argentina;Ambos sexos;2000;23.351
Argentina;Ambos sexos;1999;21.096
Argentina;Ambos sexos;1998;19.315
Argentina;Hombres;2022;46.859
Argentina;Hombres;2021;43.338
Argentina;Hombres;2020;43.235
Argentina;Hombres;2019;37.616
Argentina;Hombres;2018;34.961
Argentina;Hombres;2017;34.144
Argentina;Hombres;2016;35.105
Argentina;Hombres;2015;36.893
Argentina;Hombres;2014;41.850
Argentina;Hombres;2013;47.842
Argentina;Hombres;2012;53.427
Argentina;Hombres;2011;59.275
Argentina;Hombres;2010;65.507
Argentina;Hombres;2009;71.056
Argentina;Hombres;2008;73.960
Argentina;Hombres;2007;70.853
Argentina;Hombres;2006;76.031
Argentina;Hombres;2005;77.587
Argentina;Hombres;2004;66.271
Argentina;Hombres;2003;55.809
Argentina;Hombres;2002;28.644
Argentina;Hombres;2001;15.958
Argentina;Hombres;2000;11.183
Argentina;Hombres;1999;10.152
Argentina;Hombres;1998;9.205
Argentina;Mujeres;2022;50.398
Argentina;Mujeres;2021;46.134
Argentina;Mujeres;2020;45.794
Argentina;Mujeres;2019;40.033
Argentina;Mujeres;2018;37.440
Argentina;Mujeres;2017;36.077
Argentina;Mujeres;2016;36.750
Argentina;Mujeres;2015;38.420
Argentina;Mujeres;2014;43.953
Argentina;Mujeres;2013;50.509
Argentina;Mujeres;2012;55.831
Argentina;Mujeres;2011;61.463
Argentina;Mujeres;2010;66.742
Argentina;Mujeres;2009;71.214
Argentina;Mujeres;2008;73.422
Argentina;Mujeres;2007;70.306
Argentina;Mujeres;2006;74.221
Argentina;Mujeres;2005;75.388
Argentina;Mujeres;2004;64.580
Argentina;Mujeres;2003;53.636
Argentina;Mujeres;2002;28.070
Argentina;Mujeres;2001;16.471
Argentina;Mujeres;2000;12.168
Argentina;Mujeres;1999;10.943
Argentina;Mujeres;1998;10.110
Bolivia;Ambos sexos;2022;79.233
Bolivia;Ambos sexos;2021;85.292
Bolivia;Ambos sexos;2020;92.630
Bolivia;Ambos sexos;2019;95.717
Bolivia;Ambos sexos;2018;99.441
Bolivia;Ambos sexos;2017;102.550
Bolivia;Ambos sexos;2016;115.575
Bolivia;Ambos sexos;2015;126.375
Bolivia;Ambos sexos;2014;150.703
Bolivia;Ambos sexos;2013;173.702
Bolivia;Ambos sexos;2012;186.018
Bolivia;Ambos sexos;2011;199.080
Bolivia;Ambos sexos;2010;213.169
Bolivia;Ambos sexos;2009;230.703
Bolivia;Ambos sexos;2008;242.496
Bolivia;Ambos sexos;2007;200.496
Bolivia;Ambos sexos;2006;139.802
Bolivia;Ambos sexos;2005;97.947
Bolivia;Ambos sexos;2004;52.345
Bolivia;Ambos sexos;2003;28.432
Bolivia;Ambos sexos;2002;13.517
Bolivia;Ambos sexos;2001;6.619
Bolivia;Ambos sexos;2000;2.117
Bolivia;Ambos sexos;1999;1.430
Bolivia;Ambos sexos;1998;1.249
Bolivia;Hombres;2022;36.877
Bolivia;Hombres;2021;38.874
Bolivia;Hombres;2020;41.488
Bolivia;Hombres;2019;42.009
Bolivia;Hombres;2018;43.038
Bolivia;Hombres;2017;44.151
Bolivia;Hombres;2016;48.861
Bolivia;Hombres;2015;53.032
Bolivia;Hombres;2014;61.943
Bolivia;Hombres;2013;71.279
Bolivia;Hombres;2012;76.862
Bolivia;Hombres;2011;83.251
Bolivia;Hombres;2010;90.948
Bolivia;Hombres;2009;100.489
Bolivia;Hombres;2008;106.839
Bolivia;Hombres;2007;87.492
Bolivia;Hombres;2006;61.053
Bolivia;Hombres;2005;43.542
Bolivia;Hombres;2004;23.273
Bolivia;Hombres;2003;12.947
Bolivia;Hombres;2002;6.121
Bolivia;Hombres;2001;2.928
Bolivia;Hombres;2000;875
Bolivia;Hombres;1999;604
Bolivia;Hombres;1998;546
Bolivia;Mujeres;2022;42.356
Bolivia;Mujeres;2021;46.418
Bolivia;Mujeres;2020;51.142
Bolivia;Mujeres;2019;53.708
Bolivia;Mujeres;2018;56.403
Bolivia;Mujeres;2017;58.399
Bolivia;Mujeres;2016;66.714
Bolivia;Mujeres;2015;73.343
Bolivia;Mujeres;2014;88.760
Bolivia;Mujeres;2013;102.423
Bolivia;Mujeres;2012;109.156
Bolivia;Mujeres;2011;115.829
Bolivia;Mujeres;2010;122.221
Bolivia;Mujeres;2009;130.214
Bolivia;Mujeres;2008;135.657
Bolivia;Mujeres;2007;113.004
Bolivia;Mujeres;2006;78.749
Bolivia;Mujeres;2005;54.405
Bolivia;Mujeres;2004;29.072
Bolivia;Mujeres;2003;15.485
Bolivia;Mujeres;2002;7.396
Bolivia;Mujeres;2001;3.691
Bolivia;Mujeres;2000;1.242
Bolivia;Mujeres;1999;825
Bolivia;Mujeres;1998;703
Brasil;Ambos sexos;2022;91.045
Brasil;Ambos sexos;2021;95.433
Brasil;Ambos sexos;2020;98.655
Brasil;Ambos sexos;2019;90.304
Brasil;Ambos sexos;2018;81.712
Brasil;Ambos sexos;2017;76.148
Brasil;Ambos sexos;2016;73.398
Brasil;Ambos sexos;2015;73.863
Brasil;Ambos sexos;2014;81.132
Brasil;Ambos sexos;2013;91.828
Brasil;Ambos sexos;2012;99.870
Brasil;Ambos sexos;2011;107.596
Brasil;Ambos sexos;2010;117.808
Brasil;Ambos sexos;2009;126.185
Brasil;Ambos sexos;2008;116.548
Brasil;Ambos sexos;2007;90.161
Brasil;Ambos sexos;2006;72.441
Brasil;Ambos sexos;2005;54.115
Brasil;Ambos sexos;2004;37.448
Brasil;Ambos sexos;2003;31.270
Brasil;Ambos sexos;2002;23.719
Brasil;Ambos sexos;2001;17.078
Brasil;Ambos sexos;2000;11.126
Brasil;Ambos sexos;1999;8.332
Brasil;Ambos sexos;1998;6.709
Brasil;Hombres;2022;33.422
Brasil;Hombres;2021;35.055
Brasil;Hombres;2020;36.210
Brasil;Hombres;2019;32.267
Brasil;Hombres;2018;28.400
Brasil;Hombres;2017;25.937
Brasil;Hombres;2016;24.200
Brasil;Hombres;2015;24.103
Brasil;Hombres;2014;26.581
Brasil;Hombres;2013;30.787
Brasil;Hombres;2012;34.500
Brasil;Hombres;2011;38.399
Brasil;Hombres;2010;44.282
Brasil;Hombres;2009;50.001
Brasil;Hombres;2008;46.998
Brasil;Hombres;2007;35.563
Brasil;Hombres;2006;27.354
Brasil;Hombres;2005;19.458
Brasil;Hombres;2004;12.636
Brasil;Hombres;2003;10.251
Brasil;Hombres;2002;7.466
Brasil;Hombres;2001;5.258
Brasil;Hombres;2000;3.432
Brasil;Hombres;1999;2.615
Brasil;Hombres;1998;2.158
Brasil;Mujeres;2022;57.623
Brasil;Mujeres;2021;60.378
Brasil;Mujeres;2020;62.445
Brasil;Mujeres;2019;58.037
Brasil;Mujeres;2018;53.312
Brasil;Mujeres;2017;50.211
Brasil;Mujeres;2016;49.198
Brasil;Mujeres;2015;49.760
Brasil;Mujeres;2014;54.551
Brasil;Mujeres;2013;61.041
Brasil;Mujeres;2012;65.370
Brasil;Mujeres;2011;69.197
Brasil;Mujeres;2010;73.526
Brasil;Mujeres;2009;76.184
Brasil;Mujeres;2008;69.550
Brasil;Mujeres;2007;54.598
Brasil;Mujeres;2006;45.087
Brasil;Mujeres;2005;34.657
Brasil;Mujeres;2004;24.812
Brasil;Mujeres;2003;21.019
Brasil;Mujeres;2002;16.253
Brasil;Mujeres;2001;11.821
Brasil;Mujeres;2000;7.694
Brasil;Mujeres;1999;5.717
Brasil;Mujeres;1998;4.551
Chile;Ambos sexos;2022;28.256
Chile;Ambos sexos;2021;27.148
Chile;Ambos sexos;2020;28.153
Chile;Ambos sexos;2019;26.406
Chile;Ambos sexos;2018;25.523
Chile;Ambos sexos;2017;25.115
Chile;Ambos sexos;2016;25.407
Chile;Ambos sexos;2015;26.793
Chile;Ambos sexos;2014;30.759
Chile;Ambos sexos;2013;35.734
Chile;Ambos sexos;2012;39.204
Chile;Ambos sexos;2011;41.939
Chile;Ambos sexos;2010;44.570
Chile;Ambos sexos;2009;46.455
Chile;Ambos sexos;2008;46.068
Chile;Ambos sexos;2007;40.844
Chile;Ambos sexos;2006;39.704
Chile;Ambos sexos;2005;35.800
Chile;Ambos sexos;2004;28.260
Chile;Ambos sexos;2003;23.911
Chile;Ambos sexos;2002;16.949
Chile;Ambos sexos;2001;11.674
Chile;Ambos sexos;2000;8.203
Chile;Ambos sexos;1999;7.171
Chile;Ambos sexos;1998;6.550
Chile;Hombres;2022;13.374
Chile;Hombres;2021;12.866
Chile;Hombres;2020;13.306
Chile;Hombres;2019;12.469
Chile;Hombres;2018;12.097
Chile;Hombres;2017;12.016
Chile;Hombres;2016;12.224
Chile;Hombres;2015;12.933
Chile;Hombres;2014;14.783
Chile;Hombres;2013;17.242
Chile;Hombres;2012;19.051
Chile;Hombres;2011;20.496
Chile;Hombres;2010;22.050
Chile;Hombres;2009;23.308
Chile;Hombres;2008;23.218
Chile;Hombres;2007;20.647
Chile;Hombres;2006;20.282
Chile;Hombres;2005;18.291
Chile;Hombres;2004;14.306
Chile;Hombres;2003;11.836
Chile;Hombres;2002;8.194
Chile;Hombres;2001;5.414
Chile;Hombres;2000;3.664
Chile;Hombres;1999;3.135
Chile;Hombres;1998;2.877
Chile;Mujeres;2022;14.882
Chile;Mujeres;2021;14.282
Chile;Mujeres;2020;14.847
Chile;Mujeres;2019;13.937
Chile;Mujeres;2018;13.426
Chile;Mujeres;2017;13.099
Chile;Mujeres;2016;13.183
Chile;Mujeres;2015;13.860
Chile;Mujeres;2014;15.976
Chile;Mujeres;2013;18.492
Chile;Mujeres;2012;20.153
Chile;Mujeres;2011;21.443
Chile;Mujeres;2010;22.520
Chile;Mujeres;2009;23.147
Chile;Mujeres;2008;22.850
Chile;Mujeres;2007;20.197
Chile;Mujeres;2006;19.422
Chile;Mujeres;2005;17.509
Chile;Mujeres;2004;13.954
Chile;Mujeres;2003;12.075
Chile;Mujeres;2002;8.755
Chile;Mujeres;2001;6.260
Chile;Mujeres;2000;4.539
Chile;Mujeres;1999;4.037
Chile;Mujeres;1998;3.672
Colombia;Ambos sexos;2022;314.679
Colombia;Ambos sexos;2021;291.751
Colombia;Ambos sexos;2020;273.050
Colombia;Ambos sexos;2019;206.719
Colombia;Ambos sexos;2018;165.918
Colombia;Ambos sexos;2017;145.358
Colombia;Ambos sexos;2016;140.527
Colombia;Ambos sexos;2015;151.258
Colombia;Ambos sexos;2014;181.875
Colombia;Ambos sexos;2013;222.542
Colombia;Ambos sexos;2012;246.345
Colombia;Ambos sexos;2011;273.176
Colombia;Ambos sexos;2010;292.641
Colombia;Ambos sexos;2009;296.674
Colombia;Ambos sexos;2008;284.581
Colombia;Ambos sexos;2007;261.542
Colombia;Ambos sexos;2006;265.141
Colombia;Ambos sexos;2005;271.239
Colombia;Ambos sexos;2004;248.894
Colombia;Ambos sexos;2003;244.684
Colombia;Ambos sexos;2002;191.018
Colombia;Ambos sexos;2001;87.209
Colombia;Ambos sexos;2000;25.247
Colombia;Ambos sexos;1999;13.399
Colombia;Ambos sexos;1998;9.997
Colombia;Hombres;2022;140.516
Colombia;Hombres;2021;130.754
Colombia;Hombres;2020;121.782
Colombia;Hombres;2019;91.804
Colombia;Hombres;2018;73.871
Colombia;Hombres;2017;65.081
Colombia;Hombres;2016;63.304
Colombia;Hombres;2015;68.203
Colombia;Hombres;2014;81.381
Colombia;Hombres;2013;98.690
Colombia;Hombres;2012;109.687
Colombia;Hombres;2011;121.748
Colombia;Hombres;2010;130.831
Colombia;Hombres;2009;132.705
Colombia;Hombres;2008;126.481
Colombia;Hombres;2007;113.930
Colombia;Hombres;2006;114.994
Colombia;Hombres;2005;117.757
Colombia;Hombres;2004;107.162
Colombia;Hombres;2003;105.058
Colombia;Hombres;2002;81.018
Colombia;Hombres;2001;34.854
Colombia;Hombres;2000;8.388
Colombia;Hombres;1999;4.289
Colombia;Hombres;1998;3.218
Colombia;Mujeres;2022;174.163
Colombia;Mujeres;2021;160.997
Colombia;Mujeres;2020;151.268
Colombia;Mujeres;2019;114.915
Colombia;Mujeres;2018;92.047
Colombia;Mujeres;2017;80.277
Colombia;Mujeres;2016;77.223
Colombia;Mujeres;2015;83.055
Colombia;Mujeres;2014;100.494
Colombia;Mujeres;2013;123.852
Colombia;Mujeres;2012;136.658
Colombia;Mujeres;2011;151.428
Colombia;Mujeres;2010;161.810
Colombia;Mujeres;2009;163.969
Colombia;Mujeres;2008;158.100
Colombia;Mujeres;2007;147.612
Colombia;Mujeres;2006;150.147
Colombia;Mujeres;2005;153.482
Colombia;Mujeres;2004;141.732
Colombia;Mujeres;2003;139.626
Colombia;Mujeres;2002;110.000
Colombia;Mujeres;2001;52.355
Colombia;Mujeres;2000;16.859
Colombia;Mujeres;1999;9.111
Colombia;Mujeres;1998;6.779
Ecuador;Ambos sexos;2022;119.885
Ecuador;Ambos sexos;2021;123.736
Ecuador;Ambos sexos;2020;130.919
Ecuador;Ambos sexos;2019;131.814
Ecuador;Ambos sexos;2018;135.275
Ecuador;Ambos sexos;2017;141.810
Ecuador;Ambos sexos;2016;158.285
Ecuador;Ambos sexos;2015;176.397
Ecuador;Ambos sexos;2014;218.883
Ecuador;Ambos sexos;2013;263.498
Ecuador;Ambos sexos;2012;308.174
Ecuador;Ambos sexos;2011;360.710
Ecuador;Ambos sexos;2010;399.586
Ecuador;Ambos sexos;2009;421.426
Ecuador;Ambos sexos;2008;427.718
Ecuador;Ambos sexos;2007;427.099
Ecuador;Ambos sexos;2006;461.310
Ecuador;Ambos sexos;2005;497.799
Ecuador;Ambos sexos;2004;475.698
Ecuador;Ambos sexos;2003;390.297
Ecuador;Ambos sexos;2002;259.522
Ecuador;Ambos sexos;2001;139.022
Ecuador;Ambos sexos;2000;20.481
Ecuador;Ambos sexos;1999;7.155
Ecuador;Ambos sexos;1998;3.972
Ecuador;Hombres;2022;65.919
Ecuador;Hombres;2021;67.699
Ecuador;Hombres;2020;70.892
Ecuador;Hombres;2019;71.125
Ecuador;Hombres;2018;72.996
Ecuador;Hombres;2017;76.242
Ecuador;Hombres;2016;84.281
Ecuador;Hombres;2015;93.184
Ecuador;Hombres;2014;113.023
Ecuador;Hombres;2013;133.657
Ecuador;Hombres;2012;154.716
Ecuador;Hombres;2011;179.125
Ecuador;Hombres;2010;197.775
Ecuador;Hombres;2009;208.063
Ecuador;Hombres;2008;210.277
Ecuador;Hombres;2007;208.009
Ecuador;Hombres;2006;224.476
Ecuador;Hombres;2005;242.150
Ecuador;Hombres;2004;230.346
Ecuador;Hombres;2003;190.448
Ecuador;Hombres;2002;128.044
Ecuador;Hombres;2001;68.493
Ecuador;Hombres;2000;9.093
Ecuador;Hombres;1999;3.005
Ecuador;Hombres;1998;1.626
Ecuador;Mujeres;2022;53.966
Ecuador;Mujeres;2021;56.037
Ecuador;Mujeres;2020;60.027
Ecuador;Mujeres;2019;60.689
Ecuador;Mujeres;2018;62.279
Ecuador;Mujeres;2017;65.568
Ecuador;Mujeres;2016;74.004
Ecuador;Mujeres;2015;83.213
Ecuador;Mujeres;2014;105.860
Ecuador;Mujeres;2013;129.841
Ecuador;Mujeres;2012;153.458
Ecuador;Mujeres;2011;181.585
Ecuador;Mujeres;2010;201.811
Ecuador;Mujeres;2009;213.363
Ecuador;Mujeres;2008;217.441
Ecuador;Mujeres;2007;219.090
Ecuador;Mujeres;2006;236.834
Ecuador;Mujeres;2005;255.649
Ecuador;Mujeres;2004;245.352
Ecuador;Mujeres;2003;199.849
Ecuador;Mujeres;2002;131.478
Ecuador;Mujeres;2001;70.529
Ecuador;Mujeres;2000;11.388
Ecuador;Mujeres;1999;4.151
Ecuador;Mujeres;1998;2.346
Paraguay;Ambos sexos;2022;83.965
Paraguay;Ambos sexos;2021;85.866
Paraguay;Ambos sexos;2020;87.045
Paraguay;Ambos sexos;2019;80.218
Paraguay;Ambos sexos;2018;75.718
Paraguay;Ambos sexos;2017;71.142
Paraguay;Ambos sexos;2016;69.286
Paraguay;Ambos sexos;2015;69.451
Paraguay;Ambos sexos;2014;74.910
Paraguay;Ambos sexos;2013;83.386
Paraguay;Ambos sexos;2012;88.327
Paraguay;Ambos sexos;2011;87.906
Paraguay;Ambos sexos;2010;85.687
Paraguay;Ambos sexos;2009;81.551
Paraguay;Ambos sexos;2008;67.403
Paraguay;Ambos sexos;2007;46.238
Paraguay;Ambos sexos;2006;28.587
Paraguay;Ambos sexos;2005;16.295
Paraguay;Ambos sexos;2004;5.734
Paraguay;Ambos sexos;2003;2.536
Paraguay;Ambos sexos;2002;1.365
Paraguay;Ambos sexos;2001;928
Paraguay;Ambos sexos;2000;711
Paraguay;Ambos sexos;1999;611
Paraguay;Ambos sexos;1998;594
Paraguay;Hombres;2022;28.029
Paraguay;Hombres;2021;28.022
Paraguay;Hombres;2020;27.775
Paraguay;Hombres;2019;24.639
Paraguay;Hombres;2018;22.428
Paraguay;Hombres;2017;20.471
Paraguay;Hombres;2016;19.429
Paraguay;Hombres;2015;19.344
Paraguay;Hombres;2014;21.229
Paraguay;Hombres;2013;24.082
Paraguay;Hombres;2012;26.276
Paraguay;Hombres;2011;27.281
Paraguay;Hombres;2010;28.269
Paraguay;Hombres;2009;28.293
Paraguay;Hombres;2008;23.599
Paraguay;Hombres;2007;15.724
Paraguay;Hombres;2006;9.722
Paraguay;Hombres;2005;5.987
Paraguay;Hombres;2004;2.229
Paraguay;Hombres;2003;955
Paraguay;Hombres;2002;482
Paraguay;Hombres;2001;308
Paraguay;Hombres;2000;239
Paraguay;Hombres;1999;200
Paraguay;Hombres;1998;187
Paraguay;Mujeres;2022;55.936
Paraguay;Mujeres;2021;57.844
Paraguay;Mujeres;2020;59.270
Paraguay;Mujeres;2019;55.579
Paraguay;Mujeres;2018;53.290
Paraguay;Mujeres;2017;50.671
Paraguay;Mujeres;2016;49.857
Paraguay;Mujeres;2015;50.107
Paraguay;Mujeres;2014;53.681
Paraguay;Mujeres;2013;59.304
Paraguay;Mujeres;2012;62.051
Paraguay;Mujeres;2011;60.625
Paraguay;Mujeres;2010;57.418
Paraguay;Mujeres;2009;53.258
Paraguay;Mujeres;2008;43.804
Paraguay;Mujeres;2007;30.514
Paraguay;Mujeres;2006;18.865
Paraguay;Mujeres;2005;10.308
Paraguay;Mujeres;2004;3.505
Paraguay;Mujeres;2003;1.581
Paraguay;Mujeres;2002;883
Paraguay;Mujeres;2001;620
Paraguay;Mujeres;2000;472
Paraguay;Mujeres;1999;411
Paraguay;Mujeres;1998;407
Perú;Ambos sexos;2022;120.255
Perú;Ambos sexos;2021;111.681
Perú;Ambos sexos;2020;106.712
Perú;Ambos sexos;2019;84.179
Perú;Ambos sexos;2018;70.980
Perú;Ambos sexos;2017;64.172
Perú;Ambos sexos;2016;65.201
Perú;Ambos sexos;2015;71.112
Perú;Ambos sexos;2014;90.312
Perú;Ambos sexos;2013;110.156
Perú;Ambos sexos;2012;122.643
Perú;Ambos sexos;2011;132.552
Perú;Ambos sexos;2010;140.182
Perú;Ambos sexos;2009;139.179
Perú;Ambos sexos;2008;121.932
Perú;Ambos sexos;2007;103.650
Perú;Ambos sexos;2006;95.903
Perú;Ambos sexos;2005;85.029
Perú;Ambos sexos;2004;68.646
Perú;Ambos sexos;2003;55.915
Perú;Ambos sexos;2002;44.752
Perú;Ambos sexos;2001;34.975
Perú;Ambos sexos;2000;27.422
Perú;Ambos sexos;1999;22.747
Perú;Ambos sexos;1998;19.757
Perú;Hombres;2022;53.359
Perú;Hombres;2021;49.515
Perú;Hombres;2020;47.288
Perú;Hombres;2019;37.616
Perú;Hombres;2018;32.081
Perú;Hombres;2017;29.648
Perú;Hombres;2016;30.370
Perú;Hombres;2015;33.547
Perú;Hombres;2014;42.394
Perú;Hombres;2013;52.030
Perú;Hombres;2012;58.835
Perú;Hombres;2011;64.337
Perú;Hombres;2010;69.087
Perú;Hombres;2009;69.515
Perú;Hombres;2008;60.185
Perú;Hombres;2007;50.139
Perú;Hombres;2006;45.553
Perú;Hombres;2005;39.300
Perú;Hombres;2004;30.901
Perú;Hombres;2003;23.864
Perú;Hombres;2002;18.284
Perú;Hombres;2001;13.640
Perú;Hombres;2000;10.561
Perú;Hombres;1999;8.813
Perú;Hombres;1998;7.712
Perú;Mujeres;2022;66.896
Perú;Mujeres;2021;62.166
Perú;Mujeres;2020;59.424
Perú;Mujeres;2019;46.563
Perú;Mujeres;2018;38.899
Perú;Mujeres;2017;34.524
Perú;Mujeres;2016;34.831
Perú;Mujeres;2015;37.565
Perú;Mujeres;2014;47.918
Perú;Mujeres;2013;58.126
Perú;Mujeres;2012;63.808
Perú;Mujeres;2011;68.215
Perú;Mujeres;2010;71.095
Perú;Mujeres;2009;69.664
Perú;Mujeres;2008;61.747
Perú;Mujeres;2007;53.511
Perú;Mujeres;2006;50.350
Perú;Mujeres;2005;45.729
Perú;Mujeres;2004;37.745
Perú;Mujeres;2003;32.051
Perú;Mujeres;2002;26.468
Perú;Mujeres;2001;21.335
Perú;Mujeres;2000;16.861
Perú;Mujeres;1999;13.934
Perú;Mujeres;1998;12.045
