Sex;Nationality;Five-year age group;Periodo;Total
Females;País de la UE28 sin España;From 85 to 89 years  ;2015;153
Females;País de la UE28 sin España;From 85 to 89 years  ;2014;133
Females;País de la UE28 sin España;From 85 to 89 years  ;2013;127
Females;País de la UE28 sin España;From 85 to 89 years  ;2012;135
Females;País de la UE28 sin España;From 85 to 89 years  ;2011;121
Females;País de la UE28 sin España;From 85 to 89 years  ;2010;126
Females;País de la UE28 sin España;From 85 to 89 years  ;2009;122
Females;País de la UE28 sin España;From 85 to 89 years  ;2008;149
Females;País de la UE28 sin España;90 years old and over;2021;""
Females;País de la UE28 sin España;90 years old and over;2020;""
Females;País de la UE28 sin España;90 years old and over;2019;145
Females;País de la UE28 sin España;90 years old and over;2018;118
Females;País de la UE28 sin España;90 years old and over;2017;106
Females;País de la UE28 sin España;90 years old and over;2016;142
Females;País de la UE28 sin España;90 years old and over;2015;137
Females;País de la UE28 sin España;90 years old and over;2014;108
Females;País de la UE28 sin España;90 years old and over;2013;113
Females;País de la UE28 sin España;90 years old and over;2012;127
Females;País de la UE28 sin España;90 years old and over;2011;61
Females;País de la UE28 sin España;90 years old and over;2010;62
Females;País de la UE28 sin España;90 years old and over;2009;63
Females;País de la UE28 sin España;90 years old and over;2008;50
Females;Belgium;Total;2021;2.237
Females;Belgium;Total;2020;1.482
Females;Belgium;Total;2019;1.878
Females;Belgium;Total;2018;1.713
Females;Belgium;Total;2017;1.735
Females;Belgium;Total;2016;1.365
Females;Belgium;Total;2015;1.176
Females;Belgium;Total;2014;1.023
Females;Belgium;Total;2013;1.060
Females;Belgium;Total;2012;1.019
Females;Belgium;Total;2011;917
Females;Belgium;Total;2010;859
Females;Belgium;Total;2009;830
Females;Belgium;Total;2008;918
Females;Belgium;From 0 to 4 years old;2021;77
Females;Belgium;From 0 to 4 years old;2020;39
Females;Belgium;From 0 to 4 years old;2019;61
Females;Belgium;From 0 to 4 years old;2018;63
Females;Belgium;From 0 to 4 years old;2017;76
Females;Belgium;From 0 to 4 years old;2016;55
Females;Belgium;From 0 to 4 years old;2015;34
Females;Belgium;From 0 to 4 years old;2014;33
Females;Belgium;From 0 to 4 years old;2013;48
Females;Belgium;From 0 to 4 years old;2012;48
Females;Belgium;From 0 to 4 years old;2011;43
Females;Belgium;From 0 to 4 years old;2010;35
Females;Belgium;From 0 to 4 years old;2009;35
Females;Belgium;From 0 to 4 years old;2008;43
Females;Belgium;From 5 to 9 years    ;2021;62
Females;Belgium;From 5 to 9 years    ;2020;30
Females;Belgium;From 5 to 9 years    ;2019;71
Females;Belgium;From 5 to 9 years    ;2018;65
Females;Belgium;From 5 to 9 years    ;2017;63
Females;Belgium;From 5 to 9 years    ;2016;47
Females;Belgium;From 5 to 9 years    ;2015;27
Females;Belgium;From 5 to 9 years    ;2014;32
Females;Belgium;From 5 to 9 years    ;2013;36
Females;Belgium;From 5 to 9 years    ;2012;33
Females;Belgium;From 5 to 9 years    ;2011;22
Females;Belgium;From 5 to 9 years    ;2010;17
Females;Belgium;From 5 to 9 years    ;2009;27
Females;Belgium;From 5 to 9 years    ;2008;23
Females;Belgium;From 10 to 14 years  ;2021;57
Females;Belgium;From 10 to 14 years  ;2020;40
Females;Belgium;From 10 to 14 years  ;2019;50
Females;Belgium;From 10 to 14 years  ;2018;56
Females;Belgium;From 10 to 14 years  ;2017;54
Females;Belgium;From 10 to 14 years  ;2016;41
Females;Belgium;From 10 to 14 years  ;2015;35
Females;Belgium;From 10 to 14 years  ;2014;25
Females;Belgium;From 10 to 14 years  ;2013;29
Females;Belgium;From 10 to 14 years  ;2012;29
Females;Belgium;From 10 to 14 years  ;2011;19
Females;Belgium;From 10 to 14 years  ;2010;22
Females;Belgium;From 10 to 14 years  ;2009;24
Females;Belgium;From 10 to 14 years  ;2008;24
Females;Belgium;From 15 to 19 years  ;2021;48
Females;Belgium;From 15 to 19 years  ;2020;31
Females;Belgium;From 15 to 19 years  ;2019;51
Females;Belgium;From 15 to 19 years  ;2018;44
Females;Belgium;From 15 to 19 years  ;2017;55
Females;Belgium;From 15 to 19 years  ;2016;36
Females;Belgium;From 15 to 19 years  ;2015;32
Females;Belgium;From 15 to 19 years  ;2014;33
Females;Belgium;From 15 to 19 years  ;2013;32
Females;Belgium;From 15 to 19 years  ;2012;21
Females;Belgium;From 15 to 19 years  ;2011;27
Females;Belgium;From 15 to 19 years  ;2010;26
Females;Belgium;From 15 to 19 years  ;2009;20
Females;Belgium;From 15 to 19 years  ;2008;20
Females;Belgium;From 20 to 24 years;2021;91
Females;Belgium;From 20 to 24 years;2020;93
Females;Belgium;From 20 to 24 years;2019;106
Females;Belgium;From 20 to 24 years;2018;113
Females;Belgium;From 20 to 24 years;2017;102
Females;Belgium;From 20 to 24 years;2016;91
Females;Belgium;From 20 to 24 years;2015;96
Females;Belgium;From 20 to 24 years;2014;75
Females;Belgium;From 20 to 24 years;2013;77
Females;Belgium;From 20 to 24 years;2012;65
Females;Belgium;From 20 to 24 years;2011;78
Females;Belgium;From 20 to 24 years;2010;85
Females;Belgium;From 20 to 24 years;2009;102
Females;Belgium;From 20 to 24 years;2008;109
Females;Belgium;From 25 to 29 years  ;2021;135
Females;Belgium;From 25 to 29 years  ;2020;83
Females;Belgium;From 25 to 29 years  ;2019;137
Females;Belgium;From 25 to 29 years  ;2018;115
Females;Belgium;From 25 to 29 years  ;2017;117
Females;Belgium;From 25 to 29 years  ;2016;80
Females;Belgium;From 25 to 29 years  ;2015;85
Females;Belgium;From 25 to 29 years  ;2014;85
Females;Belgium;From 25 to 29 years  ;2013;79
Females;Belgium;From 25 to 29 years  ;2012;74
Females;Belgium;From 25 to 29 years  ;2011;78
Females;Belgium;From 25 to 29 years  ;2010;90
Females;Belgium;From 25 to 29 years  ;2009;76
Females;Belgium;From 25 to 29 years  ;2008;115
Females;Belgium;From 30 to 34 years old;2021;109
Females;Belgium;From 30 to 34 years old;2020;80
Females;Belgium;From 30 to 34 years old;2019;116
Females;Belgium;From 30 to 34 years old;2018;99
Females;Belgium;From 30 to 34 years old;2017;79
Females;Belgium;From 30 to 34 years old;2016;80
Females;Belgium;From 30 to 34 years old;2015;52
Females;Belgium;From 30 to 34 years old;2014;62
Females;Belgium;From 30 to 34 years old;2013;39
Females;Belgium;From 30 to 34 years old;2012;57
Females;Belgium;From 30 to 34 years old;2011;56
Females;Belgium;From 30 to 34 years old;2010;52
Females;Belgium;From 30 to 34 years old;2009;60
Females;Belgium;From 30 to 34 years old;2008;81
Females;Belgium;From 35 to 39 years old;2021;94
Females;Belgium;From 35 to 39 years old;2020;56
Females;Belgium;From 35 to 39 years old;2019;82
Females;Belgium;From 35 to 39 years old;2018;89
Females;Belgium;From 35 to 39 years old;2017;92
Females;Belgium;From 35 to 39 years old;2016;83
Females;Belgium;From 35 to 39 years old;2015;70
Females;Belgium;From 35 to 39 years old;2014;49
Females;Belgium;From 35 to 39 years old;2013;50
Females;Belgium;From 35 to 39 years old;2012;51
Females;Belgium;From 35 to 39 years old;2011;49
Females;Belgium;From 35 to 39 years old;2010;53
Females;Belgium;From 35 to 39 years old;2009;49
Females;Belgium;From 35 to 39 years old;2008;56
Females;Belgium;From 40 to 44 years  ;2021;87
Females;Belgium;From 40 to 44 years  ;2020;63
Females;Belgium;From 40 to 44 years  ;2019;119
Females;Belgium;From 40 to 44 years  ;2018;87
Females;Belgium;From 40 to 44 years  ;2017;95
Females;Belgium;From 40 to 44 years  ;2016;68
Females;Belgium;From 40 to 44 years  ;2015;83
Females;Belgium;From 40 to 44 years  ;2014;56
Females;Belgium;From 40 to 44 years  ;2013;72
Females;Belgium;From 40 to 44 years  ;2012;69
Females;Belgium;From 40 to 44 years  ;2011;58
Females;Belgium;From 40 to 44 years  ;2010;60
Females;Belgium;From 40 to 44 years  ;2009;50
Females;Belgium;From 40 to 44 years  ;2008;59
Females;Belgium;From 45 to 49 years old;2021;114
Females;Belgium;From 45 to 49 years old;2020;104
Females;Belgium;From 45 to 49 years old;2019;129
Females;Belgium;From 45 to 49 years old;2018;115
Females;Belgium;From 45 to 49 years old;2017;109
Females;Belgium;From 45 to 49 years old;2016;109
Females;Belgium;From 45 to 49 years old;2015;85
Females;Belgium;From 45 to 49 years old;2014;81
Females;Belgium;From 45 to 49 years old;2013;67
Females;Belgium;From 45 to 49 years old;2012;73
Females;Belgium;From 45 to 49 years old;2011;82
Females;Belgium;From 45 to 49 years old;2010;57
Females;Belgium;From 45 to 49 years old;2009;49
Females;Belgium;From 45 to 49 years old;2008;64
Females;Belgium;From 50 to 54 years old;2021;185
Females;Belgium;From 50 to 54 years old;2020;130
Females;Belgium;From 50 to 54 years old;2019;153
Females;Belgium;From 50 to 54 years old;2018;145
Females;Belgium;From 50 to 54 years old;2017;166
Females;Belgium;From 50 to 54 years old;2016;127
Females;Belgium;From 50 to 54 years old;2015;113
Females;Belgium;From 50 to 54 years old;2014;96
Females;Belgium;From 50 to 54 years old;2013;90
Females;Belgium;From 50 to 54 years old;2012;73
Females;Belgium;From 50 to 54 years old;2011;77
Females;Belgium;From 50 to 54 years old;2010;71
Females;Belgium;From 50 to 54 years old;2009;65
Females;Belgium;From 50 to 54 years old;2008;59
Females;Belgium;From 55 to 59 years old;2021;275
Females;Belgium;From 55 to 59 years old;2020;175
Females;Belgium;From 55 to 59 years old;2019;163
Females;Belgium;From 55 to 59 years old;2018;177
Females;Belgium;From 55 to 59 years old;2017;186
Females;Belgium;From 55 to 59 years old;2016;131
Females;Belgium;From 55 to 59 years old;2015;121
Females;Belgium;From 55 to 59 years old;2014;93
Females;Belgium;From 55 to 59 years old;2013;110
Females;Belgium;From 55 to 59 years old;2012;105
Females;Belgium;From 55 to 59 years old;2011;94
Females;Belgium;From 55 to 59 years old;2010;68
Females;Belgium;From 55 to 59 years old;2009;62
Females;Belgium;From 55 to 59 years old;2008;71
Females;Belgium;From 60 to 64 years old;2021;347
Females;Belgium;From 60 to 64 years old;2020;247
Females;Belgium;From 60 to 64 years old;2019;291
Females;Belgium;From 60 to 64 years old;2018;201
Females;Belgium;From 60 to 64 years old;2017;234
Females;Belgium;From 60 to 64 years old;2016;165
Females;Belgium;From 60 to 64 years old;2015;149
Females;Belgium;From 60 to 64 years old;2014;119
Females;Belgium;From 60 to 64 years old;2013;126
Females;Belgium;From 60 to 64 years old;2012;123
Females;Belgium;From 60 to 64 years old;2011;105
Females;Belgium;From 60 to 64 years old;2010;99
Females;Belgium;From 60 to 64 years old;2009;94
Females;Belgium;From 60 to 64 years old;2008;68
Females;Belgium;From 65 to 69 years old;2021;288
Females;Belgium;From 65 to 69 years old;2020;179
Females;Belgium;From 65 to 69 years old;2019;204
Females;Belgium;From 65 to 69 years old;2018;195
Females;Belgium;From 65 to 69 years old;2017;174
Females;Belgium;From 65 to 69 years old;2016;128
Females;Belgium;From 65 to 69 years old;2015;99
Females;Belgium;From 65 to 69 years old;2014;104
Females;Belgium;From 65 to 69 years old;2013;114
Females;Belgium;From 65 to 69 years old;2012;98
Females;Belgium;From 65 to 69 years old;2011;58
Females;Belgium;From 65 to 69 years old;2010;56
Females;Belgium;From 65 to 69 years old;2009;51
Females;Belgium;From 65 to 69 years old;2008;49
Females;Belgium;From 70 to 74 years  ;2021;149
Females;Belgium;From 70 to 74 years  ;2020;74
Females;Belgium;From 70 to 74 years  ;2019;95
Females;Belgium;From 70 to 74 years  ;2018;90
Females;Belgium;From 70 to 74 years  ;2017;71
Females;Belgium;From 70 to 74 years  ;2016;61
Females;Belgium;From 70 to 74 years  ;2015;49
Females;Belgium;From 70 to 74 years  ;2014;32
Females;Belgium;From 70 to 74 years  ;2013;39
Females;Belgium;From 70 to 74 years  ;2012;45
Females;Belgium;From 70 to 74 years  ;2011;32
Females;Belgium;From 70 to 74 years  ;2010;25
Females;Belgium;From 70 to 74 years  ;2009;29
Females;Belgium;From 70 to 74 years  ;2008;35
Females;Belgium;From 75 to 79 years  ;2021;62
Females;Belgium;From 75 to 79 years  ;2020;26
Females;Belgium;From 75 to 79 years  ;2019;25
Females;Belgium;From 75 to 79 years  ;2018;30
Females;Belgium;From 75 to 79 years  ;2017;39
Females;Belgium;From 75 to 79 years  ;2016;31
Females;Belgium;From 75 to 79 years  ;2015;18
Females;Belgium;From 75 to 79 years  ;2014;24
Females;Belgium;From 75 to 79 years  ;2013;24
Females;Belgium;From 75 to 79 years  ;2012;29
Females;Belgium;From 75 to 79 years  ;2011;15
Females;Belgium;From 75 to 79 years  ;2010;18
Females;Belgium;From 75 to 79 years  ;2009;19
Females;Belgium;From 75 to 79 years  ;2008;20
Females;Belgium;From 80 to 84 years  ;2021;20
Females;Belgium;From 80 to 84 years  ;2020;13
Females;Belgium;From 80 to 84 years  ;2019;12
Females;Belgium;From 80 to 84 years  ;2018;14
Females;Belgium;From 80 to 84 years  ;2017;11
Females;Belgium;From 80 to 84 years  ;2016;12
Females;Belgium;From 80 to 84 years  ;2015;12
Females;Belgium;From 80 to 84 years  ;2014;10
Females;Belgium;From 80 to 84 years  ;2013;14
Females;Belgium;From 80 to 84 years  ;2012;12
Females;Belgium;From 80 to 84 years  ;2011;8
Females;Belgium;From 80 to 84 years  ;2010;12
Females;Belgium;From 80 to 84 years  ;2009;11
Females;Belgium;From 80 to 84 years  ;2008;10
Females;Belgium;From 85 to 89 years  ;2021;20
Females;Belgium;From 85 to 89 years  ;2020;10
Females;Belgium;From 85 to 89 years  ;2019;7
Females;Belgium;From 85 to 89 years  ;2018;11
Females;Belgium;From 85 to 89 years  ;2017;9
Females;Belgium;From 85 to 89 years  ;2016;10
Females;Belgium;From 85 to 89 years  ;2015;6
Females;Belgium;From 85 to 89 years  ;2014;9
Females;Belgium;From 85 to 89 years  ;2013;4
Females;Belgium;From 85 to 89 years  ;2012;8
Females;Belgium;From 85 to 89 years  ;2011;8
Females;Belgium;From 85 to 89 years  ;2010;6
Females;Belgium;From 85 to 89 years  ;2009;5
Females;Belgium;From 85 to 89 years  ;2008;8
Females;Belgium;90 years old and over;2021;17
Females;Belgium;90 years old and over;2020;9
Females;Belgium;90 years old and over;2019;6
Females;Belgium;90 years old and over;2018;4
Females;Belgium;90 years old and over;2017;3
Females;Belgium;90 years old and over;2016;10
Females;Belgium;90 years old and over;2015;8
Females;Belgium;90 years old and over;2014;4
Females;Belgium;90 years old and over;2013;9
Females;Belgium;90 years old and over;2012;4
Females;Belgium;90 years old and over;2011;4
Females;Belgium;90 years old and over;2010;4
Females;Belgium;90 years old and over;2009;""
Females;Belgium;90 years old and over;2008;2
Females;Bulgaria;Total;2021;1.534
Females;Bulgaria;Total;2020;1.555
Females;Bulgaria;Total;2019;2.761
Females;Bulgaria;Total;2018;2.661
Females;Bulgaria;Total;2017;3.072
Females;Bulgaria;Total;2016;2.610
Females;Bulgaria;Total;2015;2.466
Females;Bulgaria;Total;2014;2.414
Females;Bulgaria;Total;2013;2.516
Females;Bulgaria;Total;2012;3.252
Females;Bulgaria;Total;2011;4.931
Females;Bulgaria;Total;2010;4.253
Females;Bulgaria;Total;2009;3.820
Females;Bulgaria;Total;2008;5.373
Females;Bulgaria;From 0 to 4 years old;2021;97
Females;Bulgaria;From 0 to 4 years old;2020;89
Females;Bulgaria;From 0 to 4 years old;2019;174
Females;Bulgaria;From 0 to 4 years old;2018;158
Females;Bulgaria;From 0 to 4 years old;2017;187
Females;Bulgaria;From 0 to 4 years old;2016;187
Females;Bulgaria;From 0 to 4 years old;2015;195
Females;Bulgaria;From 0 to 4 years old;2014;153
Females;Bulgaria;From 0 to 4 years old;2013;177
Females;Bulgaria;From 0 to 4 years old;2012;217
Females;Bulgaria;From 0 to 4 years old;2011;267
Females;Bulgaria;From 0 to 4 years old;2010;252
Females;Bulgaria;From 0 to 4 years old;2009;189
Females;Bulgaria;From 0 to 4 years old;2008;278
Females;Bulgaria;From 5 to 9 years    ;2021;65
Females;Bulgaria;From 5 to 9 years    ;2020;62
Females;Bulgaria;From 5 to 9 years    ;2019;130
Females;Bulgaria;From 5 to 9 years    ;2018;118
Females;Bulgaria;From 5 to 9 years    ;2017;140
Females;Bulgaria;From 5 to 9 years    ;2016;112
Females;Bulgaria;From 5 to 9 years    ;2015;111
Females;Bulgaria;From 5 to 9 years    ;2014;104
Females;Bulgaria;From 5 to 9 years    ;2013;95
Females;Bulgaria;From 5 to 9 years    ;2012;120
Females;Bulgaria;From 5 to 9 years    ;2011;185
Females;Bulgaria;From 5 to 9 years    ;2010;156
Females;Bulgaria;From 5 to 9 years    ;2009;165
Females;Bulgaria;From 5 to 9 years    ;2008;274
Females;Bulgaria;From 10 to 14 years  ;2021;64
Females;Bulgaria;From 10 to 14 years  ;2020;67
Females;Bulgaria;From 10 to 14 years  ;2019;129
Females;Bulgaria;From 10 to 14 years  ;2018;97
Females;Bulgaria;From 10 to 14 years  ;2017;123
Females;Bulgaria;From 10 to 14 years  ;2016;121
Females;Bulgaria;From 10 to 14 years  ;2015;113
Females;Bulgaria;From 10 to 14 years  ;2014;93
Females;Bulgaria;From 10 to 14 years  ;2013;111
Females;Bulgaria;From 10 to 14 years  ;2012;120
Females;Bulgaria;From 10 to 14 years  ;2011;222
Females;Bulgaria;From 10 to 14 years  ;2010;186
Females;Bulgaria;From 10 to 14 years  ;2009;135
Females;Bulgaria;From 10 to 14 years  ;2008;275
Females;Bulgaria;From 15 to 19 years  ;2021;122
Females;Bulgaria;From 15 to 19 years  ;2020;134
Females;Bulgaria;From 15 to 19 years  ;2019;202
Females;Bulgaria;From 15 to 19 years  ;2018;190
Females;Bulgaria;From 15 to 19 years  ;2017;192
Females;Bulgaria;From 15 to 19 years  ;2016;166
Females;Bulgaria;From 15 to 19 years  ;2015;184
Females;Bulgaria;From 15 to 19 years  ;2014;172
Females;Bulgaria;From 15 to 19 years  ;2013;221
Females;Bulgaria;From 15 to 19 years  ;2012;273
Females;Bulgaria;From 15 to 19 years  ;2011;424
Females;Bulgaria;From 15 to 19 years  ;2010;382
Females;Bulgaria;From 15 to 19 years  ;2009;356
Females;Bulgaria;From 15 to 19 years  ;2008;482
Females;Bulgaria;From 20 to 24 years;2021;143
Females;Bulgaria;From 20 to 24 years;2020;172
Females;Bulgaria;From 20 to 24 years;2019;277
Females;Bulgaria;From 20 to 24 years;2018;261
Females;Bulgaria;From 20 to 24 years;2017;348
Females;Bulgaria;From 20 to 24 years;2016;287
Females;Bulgaria;From 20 to 24 years;2015;303
Females;Bulgaria;From 20 to 24 years;2014;318
Females;Bulgaria;From 20 to 24 years;2013;334
Females;Bulgaria;From 20 to 24 years;2012;481
Females;Bulgaria;From 20 to 24 years;2011;696
Females;Bulgaria;From 20 to 24 years;2010;679
Females;Bulgaria;From 20 to 24 years;2009;586
Females;Bulgaria;From 20 to 24 years;2008;774
Females;Bulgaria;From 25 to 29 years  ;2021;140
Females;Bulgaria;From 25 to 29 years  ;2020;125
Females;Bulgaria;From 25 to 29 years  ;2019;266
Females;Bulgaria;From 25 to 29 years  ;2018;298
Females;Bulgaria;From 25 to 29 years  ;2017;372
Females;Bulgaria;From 25 to 29 years  ;2016;310
Females;Bulgaria;From 25 to 29 years  ;2015;310
Females;Bulgaria;From 25 to 29 years  ;2014;287
Females;Bulgaria;From 25 to 29 years  ;2013;329
Females;Bulgaria;From 25 to 29 years  ;2012;425
Females;Bulgaria;From 25 to 29 years  ;2011;610
Females;Bulgaria;From 25 to 29 years  ;2010;526
Females;Bulgaria;From 25 to 29 years  ;2009;503
Females;Bulgaria;From 25 to 29 years  ;2008;654
Females;Bulgaria;From 30 to 34 years old;2021;137
Females;Bulgaria;From 30 to 34 years old;2020;142
Females;Bulgaria;From 30 to 34 years old;2019;259
Females;Bulgaria;From 30 to 34 years old;2018;280
Females;Bulgaria;From 30 to 34 years old;2017;308
Females;Bulgaria;From 30 to 34 years old;2016;239
Females;Bulgaria;From 30 to 34 years old;2015;225
Females;Bulgaria;From 30 to 34 years old;2014;230
Females;Bulgaria;From 30 to 34 years old;2013;248
Females;Bulgaria;From 30 to 34 years old;2012;350
Females;Bulgaria;From 30 to 34 years old;2011;526
Females;Bulgaria;From 30 to 34 years old;2010;425
Females;Bulgaria;From 30 to 34 years old;2009;397
Females;Bulgaria;From 30 to 34 years old;2008;625
Females;Bulgaria;From 35 to 39 years old;2021;124
Females;Bulgaria;From 35 to 39 years old;2020;118
Females;Bulgaria;From 35 to 39 years old;2019;230
Females;Bulgaria;From 35 to 39 years old;2018;244
Females;Bulgaria;From 35 to 39 years old;2017;336
Females;Bulgaria;From 35 to 39 years old;2016;270
Females;Bulgaria;From 35 to 39 years old;2015;218
Females;Bulgaria;From 35 to 39 years old;2014;250
Females;Bulgaria;From 35 to 39 years old;2013;213
Females;Bulgaria;From 35 to 39 years old;2012;273
Females;Bulgaria;From 35 to 39 years old;2011;476
Females;Bulgaria;From 35 to 39 years old;2010;360
Females;Bulgaria;From 35 to 39 years old;2009;324
Females;Bulgaria;From 35 to 39 years old;2008;491
Females;Bulgaria;From 40 to 44 years  ;2021;116
Females;Bulgaria;From 40 to 44 years  ;2020;153
Females;Bulgaria;From 40 to 44 years  ;2019;270
Females;Bulgaria;From 40 to 44 years  ;2018;303
Females;Bulgaria;From 40 to 44 years  ;2017;303
Females;Bulgaria;From 40 to 44 years  ;2016;226
Females;Bulgaria;From 40 to 44 years  ;2015;183
Females;Bulgaria;From 40 to 44 years  ;2014;222
Females;Bulgaria;From 40 to 44 years  ;2013;215
Females;Bulgaria;From 40 to 44 years  ;2012;267
Females;Bulgaria;From 40 to 44 years  ;2011;394
Females;Bulgaria;From 40 to 44 years  ;2010;342
Females;Bulgaria;From 40 to 44 years  ;2009;322
Females;Bulgaria;From 40 to 44 years  ;2008;429
Females;Bulgaria;From 45 to 49 years old;2021;127
Females;Bulgaria;From 45 to 49 years old;2020;119
Females;Bulgaria;From 45 to 49 years old;2019;220
Females;Bulgaria;From 45 to 49 years old;2018;196
Females;Bulgaria;From 45 to 49 years old;2017;211
Females;Bulgaria;From 45 to 49 years old;2016;170
Females;Bulgaria;From 45 to 49 years old;2015;154
Females;Bulgaria;From 45 to 49 years old;2014;159
Females;Bulgaria;From 45 to 49 years old;2013;150
Females;Bulgaria;From 45 to 49 years old;2012;195
Females;Bulgaria;From 45 to 49 years old;2011;339
Females;Bulgaria;From 45 to 49 years old;2010;276
Females;Bulgaria;From 45 to 49 years old;2009;262
Females;Bulgaria;From 45 to 49 years old;2008;368
Females;Bulgaria;From 50 to 54 years old;2021;80
Females;Bulgaria;From 50 to 54 years old;2020;82
Females;Bulgaria;From 50 to 54 years old;2019;161
Females;Bulgaria;From 50 to 54 years old;2018;132
Females;Bulgaria;From 50 to 54 years old;2017;170
Females;Bulgaria;From 50 to 54 years old;2016;139
Females;Bulgaria;From 50 to 54 years old;2015;132
Females;Bulgaria;From 50 to 54 years old;2014;120
Females;Bulgaria;From 50 to 54 years old;2013;116
Females;Bulgaria;From 50 to 54 years old;2012;153
Females;Bulgaria;From 50 to 54 years old;2011;258
Females;Bulgaria;From 50 to 54 years old;2010;243
Females;Bulgaria;From 50 to 54 years old;2009;192
Females;Bulgaria;From 50 to 54 years old;2008;286
Females;Bulgaria;From 55 to 59 years old;2021;87
Females;Bulgaria;From 55 to 59 years old;2020;72
Females;Bulgaria;From 55 to 59 years old;2019;124
Females;Bulgaria;From 55 to 59 years old;2018;93
Females;Bulgaria;From 55 to 59 years old;2017;107
Females;Bulgaria;From 55 to 59 years old;2016;105
Females;Bulgaria;From 55 to 59 years old;2015;93
Females;Bulgaria;From 55 to 59 years old;2014;99
Females;Bulgaria;From 55 to 59 years old;2013;116
Females;Bulgaria;From 55 to 59 years old;2012;144
Females;Bulgaria;From 55 to 59 years old;2011;205
Females;Bulgaria;From 55 to 59 years old;2010;163
Females;Bulgaria;From 55 to 59 years old;2009;146
Females;Bulgaria;From 55 to 59 years old;2008;209
Females;Bulgaria;From 60 to 64 years old;2021;72
Females;Bulgaria;From 60 to 64 years old;2020;67
Females;Bulgaria;From 60 to 64 years old;2019;98
Females;Bulgaria;From 60 to 64 years old;2018;102
Females;Bulgaria;From 60 to 64 years old;2017;101
Females;Bulgaria;From 60 to 64 years old;2016;110
Females;Bulgaria;From 60 to 64 years old;2015;99
Females;Bulgaria;From 60 to 64 years old;2014;90
Females;Bulgaria;From 60 to 64 years old;2013;79
Females;Bulgaria;From 60 to 64 years old;2012;112
Females;Bulgaria;From 60 to 64 years old;2011;164
Females;Bulgaria;From 60 to 64 years old;2010;126
Females;Bulgaria;From 60 to 64 years old;2009;117
Females;Bulgaria;From 60 to 64 years old;2008;113
Females;Bulgaria;From 65 to 69 years old;2021;61
Females;Bulgaria;From 65 to 69 years old;2020;57
Females;Bulgaria;From 65 to 69 years old;2019;93
Females;Bulgaria;From 65 to 69 years old;2018;75
Females;Bulgaria;From 65 to 69 years old;2017;87
Females;Bulgaria;From 65 to 69 years old;2016;80
Females;Bulgaria;From 65 to 69 years old;2015;68
Females;Bulgaria;From 65 to 69 years old;2014;52
Females;Bulgaria;From 65 to 69 years old;2013;53
Females;Bulgaria;From 65 to 69 years old;2012;58
Females;Bulgaria;From 65 to 69 years old;2011;87
Females;Bulgaria;From 65 to 69 years old;2010;56
Females;Bulgaria;From 65 to 69 years old;2009;59
Females;Bulgaria;From 65 to 69 years old;2008;45
Females;Bulgaria;From 70 to 74 years  ;2021;39
Females;Bulgaria;From 70 to 74 years  ;2020;51
Females;Bulgaria;From 70 to 74 years  ;2019;73
Females;Bulgaria;From 70 to 74 years  ;2018;62
Females;Bulgaria;From 70 to 74 years  ;2017;45
Females;Bulgaria;From 70 to 74 years  ;2016;44
Females;Bulgaria;From 70 to 74 years  ;2015;36
Females;Bulgaria;From 70 to 74 years  ;2014;33
Females;Bulgaria;From 70 to 74 years  ;2013;22
Females;Bulgaria;From 70 to 74 years  ;2012;32
Females;Bulgaria;From 70 to 74 years  ;2011;43
Females;Bulgaria;From 70 to 74 years  ;2010;37
Females;Bulgaria;From 70 to 74 years  ;2009;37
Females;Bulgaria;From 70 to 74 years  ;2008;37
Females;Bulgaria;From 75 to 79 years  ;2021;35
Females;Bulgaria;From 75 to 79 years  ;2020;20
Females;Bulgaria;From 75 to 79 years  ;2019;36
Females;Bulgaria;From 75 to 79 years  ;2018;28
Females;Bulgaria;From 75 to 79 years  ;2017;22
Females;Bulgaria;From 75 to 79 years  ;2016;23
Females;Bulgaria;From 75 to 79 years  ;2015;23
Females;Bulgaria;From 75 to 79 years  ;2014;19
Females;Bulgaria;From 75 to 79 years  ;2013;21
Females;Bulgaria;From 75 to 79 years  ;2012;20
Females;Bulgaria;From 75 to 79 years  ;2011;21
Females;Bulgaria;From 75 to 79 years  ;2010;34
Females;Bulgaria;From 75 to 79 years  ;2009;19
Females;Bulgaria;From 75 to 79 years  ;2008;21
Females;Bulgaria;From 80 to 84 years  ;2021;17
Females;Bulgaria;From 80 to 84 years  ;2020;15
Females;Bulgaria;From 80 to 84 years  ;2019;13
Females;Bulgaria;From 80 to 84 years  ;2018;16
Females;Bulgaria;From 80 to 84 years  ;2017;13
Females;Bulgaria;From 80 to 84 years  ;2016;11
Females;Bulgaria;From 80 to 84 years  ;2015;16
Females;Bulgaria;From 80 to 84 years  ;2014;11
Females;Bulgaria;From 80 to 84 years  ;2013;9
Females;Bulgaria;From 80 to 84 years  ;2012;9
Females;Bulgaria;From 80 to 84 years  ;2011;10
Females;Bulgaria;From 80 to 84 years  ;2010;6
Females;Bulgaria;From 80 to 84 years  ;2009;10
Females;Bulgaria;From 80 to 84 years  ;2008;10
Females;Bulgaria;From 85 to 89 years  ;2021;6
Females;Bulgaria;From 85 to 89 years  ;2020;8
Females;Bulgaria;From 85 to 89 years  ;2019;4
Females;Bulgaria;From 85 to 89 years  ;2018;8
